I,R,B
5,9.818181818181818,1.0185185185185186e-07
5,9.90909090909091,1.0091743119266055e-07
5,10.0,1.0000000000000001e-07
6,1.0,1.2e-06
6,1.0909090909090908,1.1e-06
6,1.1818181818181819,1.0153846153846153e-06
6,1.2727272727272727,9.428571428571429e-07
6,1.3636363636363638,8.799999999999999e-07
6,1.4545454545454546,8.249999999999999e-07
6,1.5454545454545454,7.764705882352941e-07
6,1.6363636363636362,7.333333333333333e-07
6,1.7272727272727273,6.947368421052631e-07
6,1.8181818181818183,6.599999999999999e-07
6,1.9090909090909092,6.285714285714286e-07
6,2.0,6e-07
6,2.090909090909091,5.739130434782609e-07
6,2.1818181818181817,5.5e-07
6,2.2727272727272725,5.280000000000001e-07
6,2.3636363636363638,5.076923076923076e-07
6,2.4545454545454546,4.888888888888889e-07
6,2.5454545454545454,4.7142857142857145e-07
6,2.6363636363636367,4.551724137931034e-07
6,2.7272727272727275,4.3999999999999997e-07
6,2.8181818181818183,4.258064516129032e-07
6,2.909090909090909,4.1249999999999997e-07
6,3.0,4e-07
6,3.090909090909091,3.8823529411764707e-07
6,3.1818181818181817,3.771428571428571e-07
6,3.272727272727273,3.666666666666666e-07
6,3.3636363636363638,3.567567567567567e-07
6,3.4545454545454546,3.4736842105263157e-07
6,3.5454545454545454,3.384615384615385e-07
6,3.6363636363636362,3.3e-07
6,3.7272727272727275,3.219512195121951e-07
6,3.8181818181818183,3.142857142857143e-07
6,3.909090909090909,3.069767441860465e-07
6,4.0,3e-07
6,4.090909090909091,2.933333333333333e-07
6,4.181818181818182,2.8695652173913043e-07
6,4.272727272727273,2.808510638297872e-07
6,4.363636363636363,2.75e-07
6,4.454545454545455,2.693877551020408e-07
6,4.545454545454545,2.6400000000000003e-07
6,4.636363636363637,2.588235294117647e-07
6,4.7272727272727275,2.538461538461538e-07
6,4.818181818181818,2.490566037735849e-07
6,4.909090909090909,2.4444444444444445e-07
6,5.0,2.4e-07
6,5.090909090909091,2.3571428571428572e-07
6,5.181818181818182,2.3157894736842106e-07
6,5.2727272727272725,2.2758620689655175e-07
6,5.363636363636363,2.2372881355932205e-07
6,5.454545454545455,2.1999999999999998e-07
6,5.545454545454546,2.163934426229508e-07
6,5.636363636363637,2.129032258064516e-07
6,5.7272727272727275,2.095238095238095e-07
6,5.818181818181818,2.0624999999999998e-07
6,5.909090909090909,2.0307692307692306e-07
6,6.0,2e-07
6,6.090909090909091,1.9701492537313433e-07
6,6.181818181818182,1.9411764705882353e-07
6,6.2727272727272725,1.9130434782608698e-07
6,6.363636363636364,1.8857142857142854e-07
6,6.454545454545455,1.8591549295774647e-07
6,6.545454545454546,1.833333333333333e-07
6,6.636363636363637,1.8082191780821916e-07
6,6.7272727272727275,1.7837837837837836e-07
6,6.818181818181818,1.76e-07
6,6.909090909090909,1.7368421052631578e-07
6,7.0,1.7142857142857143e-07
6,7.090909090909091,1.6923076923076925e-07
6,7.181818181818182,1.670886075949367e-07
6,7.2727272727272725,1.65e-07
6,7.363636363636364,1.6296296296296293e-07
6,7.454545454545455,1.6097560975609754e-07
6,7.545454545454546,1.5903614457831324e-07
6,7.636363636363637,1.5714285714285714e-07
6,7.7272727272727275,1.552941176470588e-07
6,7.818181818181818,1.5348837209302325e-07
6,7.909090909090909,1.5172413793103446e-07
6,8.0,1.5e-07
6,8.09090909090909,1.4831460674157305e-07
6,8.181818181818182,1.4666666666666666e-07
6,8.272727272727273,1.4505494505494505e-07
6,8.363636363636363,1.4347826086956521e-07
6,8.454545454545455,1.4193548387096773e-07
6,8.545454545454547,1.404255319148936e-07
6,8.636363636363637,1.3894736842105263e-07
6,8.727272727272727,1.375e-07
6,8.818181818181818,1.3608247422680412e-07
6,8.90909090909091,1.346938775510204e-07
6,9.0,1.3333333333333334e-07
6,9.090909090909092,1.32e-07
6,9.181818181818182,1.306930693069307e-07
6,9.272727272727273,1.2941176470588236e-07
6,9.363636363636363,1.2815533980582525e-07
6,9.454545454545455,1.269230769230769e-07
6,9.545454545454545,1.2571428571428572e-07
6,9.636363636363637,1.2452830188679246e-07
6,9.727272727272727,1.2336448598130843e-07
6,9.818181818181818,1.2222222222222222e-07
6,9.90909090909091,1.2110091743119264e-07
6,10.0,1.2e-07
7,1.0,1.4000000000000001e-06
7,1.0909090909090908,1.2833333333333335e-06
7,1.1818181818181819,1.1846153846153846e-06
7,1.2727272727272727,1.1e-06
7,1.3636363636363638,1.0266666666666666e-06
7,1.4545454545454546,9.625e-07
7,1.5454545454545454,9.058823529411765e-07
7,1.6363636363636362,8.555555555555557e-07
7,1.7272727272727273,8.105263157894737e-07
7,1.8181818181818183,7.7e-07
7,1.9090909090909092,7.333333333333334e-07
7,2.0,7.000000000000001e-07
7,2.090909090909091,6.695652173913044e-07
7,2.1818181818181817,6.416666666666667e-07
7,2.2727272727272725,6.160000000000001e-07
7,2.3636363636363638,5.923076923076923e-07
7,2.4545454545454546,5.703703703703704e-07
7,2.5454545454545454,5.5e-07
7,2.6363636363636367,5.310344827586207e-07
7,2.7272727272727275,5.133333333333333e-07
7,2.8181818181818183,4.967741935483872e-07
7,2.909090909090909,4.8125e-07
7,3.0,4.666666666666667e-07
7,3.090909090909091,4.529411764705883e-07
7,3.1818181818181817,4.400000000000001e-07
7,3.272727272727273,4.2777777777777775e-07
7,3.3636363636363638,4.162162162162162e-07
7,3.4545454545454546,4.0526315789473687e-07
7,3.5454545454545454,3.9487179487179493e-07
7,3.6363636363636362,3.8500000000000007e-07
7,3.7272727272727275,3.75609756097561e-07
7,3.8181818181818183,3.666666666666667e-07
7,3.909090909090909,3.5813953488372097e-07
7,4.0,3.5000000000000004e-07
7,4.090909090909091,3.422222222222223e-07
7,4.181818181818182,3.347826086956522e-07
7,4.272727272727273,3.276595744680851e-07
7,4.363636363636363,3.2083333333333337e-07
7,4.454545454545455,3.142857142857143e-07
7,4.545454545454545,3.0800000000000006e-07
7,4.636363636363637,3.019607843137255e-07
7,4.7272727272727275,2.9615384615384616e-07
7,4.818181818181818,2.905660377358491e-07
7,4.909090909090909,2.851851851851852e-07
7,5.0,2.8e-07
7,5.090909090909091,2.75e-07
7,5.181818181818182,2.7017543859649127e-07
7,5.2727272727272725,2.655172413793104e-07
7,5.363636363636363,2.610169491525424e-07
7,5.454545454545455,2.5666666666666666e-07
7,5.545454545454546,2.524590163934426e-07
7,5.636363636363637,2.483870967741936e-07
7,5.7272727272727275,2.4444444444444445e-07
7,5.818181818181818,2.40625e-07
7,5.909090909090909,2.369230769230769e-07
7,6.0,2.3333333333333336e-07
7,6.090909090909091,2.2985074626865676e-07
7,6.181818181818182,2.2647058823529414e-07
7,6.2727272727272725,2.231884057971015e-07
7,6.363636363636364,2.1999999999999998e-07
7,6.454545454545455,2.1690140845070423e-07
7,6.545454545454546,2.1388888888888888e-07
7,6.636363636363637,2.1095890410958907e-07
7,6.7272727272727275,2.081081081081081e-07
7,6.818181818181818,2.0533333333333335e-07
7,6.909090909090909,2.0263157894736844e-07
7,7.0,2.0000000000000002e-07
7,7.090909090909091,1.9743589743589747e-07
7,7.181818181818182,1.949367088607595e-07
7,7.2727272727272725,1.9250000000000004e-07
7,7.363636363636364,1.9012345679012345e-07
7,7.454545454545455,1.878048780487805e-07
7,7.545454545454546,1.8554216867469878e-07
7,7.636363636363637,1.8333333333333336e-07
7,7.7272727272727275,1.811764705882353e-07
7,7.818181818181818,1.7906976744186048e-07
7,7.909090909090909,1.7701149425287357e-07
7,8.0,1.7500000000000002e-07
7,8.09090909090909,1.7303370786516857e-07
7,8.181818181818182,1.7111111111111114e-07
7,8.272727272727273,1.6923076923076923e-07
7,8.363636363636363,1.673913043478261e-07
7,8.454545454545455,1.6559139784946237e-07
7,8.545454545454547,1.6382978723404256e-07
7,8.636363636363637,1.6210526315789476e-07
7,8.727272727272727,1.6041666666666668e-07
7,8.818181818181818,1.5876288659793815e-07
7,8.90909090909091,1.5714285714285714e-07
7,9.0,1.5555555555555556e-07
7,9.090909090909092,1.54e-07
7,9.181818181818182,1.524752475247525e-07
7,9.272727272727273,1.5098039215686276e-07
7,9.363636363636363,1.4951456310679614e-07
7,9.454545454545455,1.4807692307692308e-07
7,9.545454545454545,1.4666666666666668e-07
7,9.636363636363637,1.4528301886792454e-07
7,9.727272727272727,1.4392523364485983e-07
7,9.818181818181818,1.425925925925926e-07
7,9.90909090909091,1.4128440366972477e-07
7,10.0,1.4e-07
8,1.0,1.6000000000000001e-06
8,1.0909090909090908,1.4666666666666669e-06
8,1.1818181818181819,1.3538461538461538e-06
8,1.2727272727272727,1.2571428571428571e-06
8,1.3636363636363638,1.1733333333333333e-06
8,1.4545454545454546,1.1e-06
8,1.5454545454545454,1.0352941176470589e-06
8,1.6363636363636362,9.777777777777778e-07
8,1.7272727272727273,9.263157894736841e-07
8,1.8181818181818183,8.799999999999999e-07
8,1.9090909090909092,8.380952380952381e-07
8,2.0,8.000000000000001e-07
8,2.090909090909091,7.652173913043479e-07
8,2.1818181818181817,7.333333333333334e-07
8,2.2727272727272725,7.040000000000001e-07
8,2.3636363636363638,6.769230769230769e-07
8,2.4545454545454546,6.518518518518518e-07
8,2.5454545454545454,6.285714285714286e-07
8,2.6363636363636367,6.068965517241379e-07
8,2.7272727272727275,5.866666666666666e-07
8,2.8181818181818183,5.67741935483871e-07
8,2.909090909090909,5.5e-07
8,3.0,5.333333333333333e-07
8,3.090909090909091,5.176470588235294e-07
8,3.1818181818181817,5.028571428571429e-07
8,3.272727272727273,4.888888888888889e-07
8,3.3636363636363638,4.7567567567567566e-07
8,3.4545454545454546,4.6315789473684207e-07
8,3.5454545454545454,4.5128205128205136e-07
8,3.6363636363636362,4.400000000000001e-07
8,3.7272727272727275,4.292682926829268e-07
8,3.8181818181818183,4.1904761904761906e-07
8,3.909090909090909,4.093023255813954e-07
8,4.0,4.0000000000000003e-07
8,4.090909090909091,3.9111111111111115e-07
8,4.181818181818182,3.8260869565217396e-07
8,4.272727272727273,3.74468085106383e-07
8,4.363636363636363,3.666666666666667e-07
8,4.454545454545455,3.5918367346938776e-07
8,4.545454545454545,3.5200000000000003e-07
8,4.636363636363637,3.4509803921568627e-07
8,4.7272727272727275,3.3846153846153845e-07
8,4.818181818181818,3.320754716981132e-07
8,4.909090909090909,3.259259259259259e-07
8,5.0,3.2e-07
8,5.090909090909091,3.142857142857143e-07
8,5.181818181818182,3.087719298245614e-07
8,5.2727272727272725,3.03448275862069e-07
8,5.363636363636363,2.9830508474576273e-07
8,5.454545454545455,2.933333333333333e-07
8,5.545454545454546,2.885245901639344e-07
8,5.636363636363637,2.838709677419355e-07
8,5.7272727272727275,2.7936507936507934e-07
8,5.818181818181818,2.75e-07
8,5.909090909090909,2.7076923076923074e-07
8,6.0,2.6666666666666667e-07
8,6.090909090909091,2.6268656716417914e-07
8,6.181818181818182,2.588235294117647e-07
8,6.2727272727272725,2.5507246376811595e-07
8,6.363636363636364,2.514285714285714e-07
8,6.454545454545455,2.4788732394366194e-07
8,6.545454545454546,2.4444444444444445e-07
8,6.636363636363637,2.410958904109589e-07
8,6.7272727272727275,2.3783783783783783e-07
8,6.818181818181818,2.3466666666666668e-07
8,6.909090909090909,2.3157894736842104e-07
8,7.0,2.2857142857142858e-07
8,7.090909090909091,2.2564102564102568e-07
8,7.181818181818182,2.227848101265823e-07
8,7.2727272727272725,2.2000000000000004e-07
8,7.363636363636364,2.1728395061728392e-07
8,7.454545454545455,2.146341463414634e-07
8,7.545454545454546,2.1204819277108432e-07
8,7.636363636363637,2.0952380952380953e-07
8,7.7272727272727275,2.0705882352941176e-07
8,7.818181818181818,2.046511627906977e-07
8,7.909090909090909,2.0229885057471264e-07
8,8.0,2.0000000000000002e-07
8,8.09090909090909,1.9775280898876406e-07
8,8.181818181818182,1.9555555555555558e-07
8,8.272727272727273,1.934065934065934e-07
8,8.363636363636363,1.9130434782608698e-07
8,8.454545454545455,1.89247311827957e-07
8,8.545454545454547,1.872340425531915e-07
8,8.636363636363637,1.8526315789473683e-07
8,8.727272727272727,1.8333333333333336e-07
8,8.818181818181818,1.8144329896907217e-07
8,8.90909090909091,1.7959183673469388e-07
8,9.0,1.777777777777778e-07
8,9.090909090909092,1.76e-07
8,9.181818181818182,1.7425742574257425e-07
8,9.272727272727273,1.7254901960784313e-07
8,9.363636363636363,1.70873786407767e-07
8,9.454545454545455,1.6923076923076923e-07
8,9.545454545454545,1.6761904761904762e-07
8,9.636363636363637,1.660377358490566e-07
8,9.727272727272727,1.6448598130841123e-07
8,9.818181818181818,1.6296296296296295e-07
8,9.90909090909091,1.6146788990825688e-07
8,10.0,1.6e-07
9,1.0,1.8e-06
9,1.0909090909090908,1.65e-06
9,1.1818181818181819,1.523076923076923e-06
9,1.2727272727272727,1.4142857142857142e-06
9,1.3636363636363638,1.3199999999999999e-06
9,1.4545454545454546,1.2375e-06
9,1.5454545454545454,1.1647058823529413e-06
9,1.6363636363636362,1.1e-06
9,1.7272727272727273,1.0421052631578946e-06
9,1.8181818181818183,9.899999999999998e-07
9,1.9090909090909092,9.428571428571428e-07
9,2.0,9e-07
9,2.090909090909091,8.608695652173913e-07
9,2.1818181818181817,8.25e-07
9,2.2727272727272725,7.92e-07
9,2.3636363636363638,7.615384615384615e-07
9,2.4545454545454546,7.333333333333333e-07
9,2.5454545454545454,7.071428571428571e-07
9,2.6363636363636367,6.827586206896552e-07
9,2.7272727272727275,6.599999999999999e-07
9,2.8181818181818183,6.387096774193548e-07
9,2.909090909090909,6.1875e-07
9,3.0,6e-07
9,3.090909090909091,5.823529411764706e-07
9,3.1818181818181817,5.657142857142857e-07
9,3.272727272727273,5.499999999999999e-07
9,3.3636363636363638,5.35135135135135e-07
9,3.4545454545454546,5.210526315789473e-07
9,3.5454545454545454,5.076923076923077e-07
9,3.6363636363636362,4.95e-07
9,3.7272727272727275,4.829268292682927e-07
9,3.8181818181818183,4.714285714285714e-07
9,3.909090909090909,4.6046511627906973e-07
9,4.0,4.5e-07
9,4.090909090909091,4.3999999999999997e-07
9,4.181818181818182,4.3043478260869567e-07
9,4.272727272727273,4.212765957446808e-07
9,4.363636363636363,4.125e-07
9,4.454545454545455,4.040816326530612e-07
9,4.545454545454545,3.96e-07
9,4.636363636363637,3.88235294117647e-07
9,4.7272727272727275,3.8076923076923075e-07
9,4.818181818181818,3.735849056603773e-07
9,4.909090909090909,3.6666666666666667e-07
9,5.0,3.6e-07
9,5.090909090909091,3.5357142857142854e-07
9,5.181818181818182,3.4736842105263157e-07
9,5.2727272727272725,3.4137931034482763e-07
9,5.363636363636363,3.3559322033898305e-07
9,5.454545454545455,3.2999999999999996e-07
9,5.545454545454546,3.245901639344262e-07
9,5.636363636363637,3.193548387096774e-07
9,5.7272727272727275,3.142857142857142e-07
9,5.818181818181818,3.09375e-07
9,5.909090909090909,3.046153846153846e-07
9,6.0,3e-07
9,6.090909090909091,2.955223880597015e-07
9,6.181818181818182,2.911764705882353e-07
9,6.2727272727272725,2.869565217391305e-07
9,6.363636363636364,2.828571428571428e-07
9,6.454545454545455,2.788732394366197e-07
9,6.545454545454546,2.7499999999999996e-07
9,6.636363636363637,2.7123287671232875e-07
9,6.7272727272727275,2.675675675675675e-07
9,6.818181818181818,2.64e-07
9,6.909090909090909,2.6052631578947366e-07
9,7.0,2.5714285714285716e-07
9,7.090909090909091,2.5384615384615387e-07
9,7.181818181818182,2.5063291139240505e-07
9,7.2727272727272725,2.475e-07
9,7.363636363636364,2.444444444444444e-07
9,7.454545454545455,2.4146341463414635e-07
9,7.545454545454546,2.3855421686746986e-07
9,7.636363636363637,2.357142857142857e-07
9,7.7272727272727275,2.329411764705882e-07
9,7.818181818181818,2.3023255813953487e-07
9,7.909090909090909,2.275862068965517e-07
9,8.0,2.25e-07
9,8.09090909090909,2.2247191011235956e-07
9,8.181818181818182,2.1999999999999998e-07
9,8.272727272727273,2.1758241758241758e-07
9,8.363636363636363,2.1521739130434783e-07
9,8.454545454545455,2.129032258064516e-07
9,8.545454545454547,2.106382978723404e-07
9,8.636363636363637,2.0842105263157893e-07
9,8.727272727272727,2.0625e-07
9,8.818181818181818,2.0412371134020617e-07
9,8.90909090909091,2.020408163265306e-07
9,9.0,2e-07
9,9.090909090909092,1.9799999999999997e-07
9,9.181818181818182,1.9603960396039604e-07
9,9.272727272727273,1.941176470588235e-07
9,9.363636363636363,1.9223300970873786e-07
9,9.454545454545455,1.9038461538461537e-07
9,9.545454545454545,1.8857142857142856e-07
9,9.636363636363637,1.8679245283018866e-07
9,9.727272727272727,1.8504672897196263e-07
9,9.818181818181818,1.8333333333333333e-07
9,9.90909090909091,1.81651376146789e-07
9,10.0,1.8e-07
10,1.0,2.0000000000000003e-06
10,1.0909090909090908,1.8333333333333335e-06
10,1.1818181818181819,1.6923076923076924e-06
10,1.2727272727272727,1.5714285714285714e-06
10,1.3636363636363638,1.4666666666666667e-06
10,1.4545454545454546,1.375e-06
10,1.5454545454545454,1.2941176470588237e-06
10,1.6363636363636362,1.2222222222222223e-06
10,1.7272727272727273,1.1578947368421053e-06
10,1.8181818181818183,1.1e-06
10,1.9090909090909092,1.0476190476190476e-06
10,2.0,1.0000000000000002e-06
10,2.090909090909091,9.565217391304349e-07
10,2.1818181818181817,9.166666666666667e-07
10,2.2727272727272725,8.800000000000002e-07
10,2.3636363636363638,8.461538461538462e-07
10,2.4545454545454546,8.148148148148149e-07
10,2.5454545454545454,7.857142857142857e-07
10,2.6363636363636367,7.586206896551724e-07
10,2.7272727272727275,7.333333333333333e-07
10,2.8181818181818183,7.096774193548387e-07
10,2.909090909090909,6.875e-07
10,3.0,6.666666666666667e-07
10,3.090909090909091,6.470588235294118e-07
10,3.1818181818181817,6.285714285714287e-07
10,3.272727272727273,6.111111111111111e-07
10,3.3636363636363638,5.945945945945945e-07
10,3.4545454545454546,5.789473684210526e-07
10,3.5454545454545454,5.641025641025642e-07
10,3.6363636363636362,5.500000000000001e-07
10,3.7272727272727275,5.365853658536586e-07
10,3.8181818181818183,5.238095238095238e-07
10,3.909090909090909,5.116279069767442e-07
10,4.0,5.000000000000001e-07
10,4.090909090909091,4.888888888888889e-07
10,4.181818181818182,4.782608695652174e-07
10,4.272727272727273,4.6808510638297873e-07
10,4.363636363636363,4.583333333333334e-07
10,4.454545454545455,4.489795918367347e-07
10,4.545454545454545,4.400000000000001e-07
10,4.636363636363637,4.3137254901960787e-07
10,4.7272727272727275,4.230769230769231e-07
10,4.818181818181818,4.1509433962264154e-07
10,4.909090909090909,4.074074074074074e-07
10,5.0,4.0000000000000003e-07
10,5.090909090909091,3.9285714285714286e-07
10,5.181818181818182,3.8596491228070177e-07
10,5.2727272727272725,3.793103448275863e-07
10,5.363636363636363,3.728813559322034e-07
10,5.454545454545455,3.6666666666666667e-07
10,5.545454545454546,3.60655737704918e-07
10,5.636363636363637,3.5483870967741936e-07
10,5.7272727272727275,3.4920634920634917e-07
10,5.818181818181818,3.4375e-07
10,5.909090909090909,3.3846153846153845e-07
10,6.0,3.3333333333333335e-07
10,6.090909090909091,3.2835820895522396e-07
10,6.181818181818182,3.235294117647059e-07
10,6.2727272727272725,3.18840579710145e-07
10,6.363636363636364,3.142857142857143e-07
10,6.454545454545455,3.0985915492957747e-07
10,6.545454545454546,3.0555555555555553e-07
10,6.636363636363637,3.013698630136986e-07
10,6.7272727272727275,2.9729729729729727e-07
10,6.818181818181818,2.9333333333333337e-07
10,6.909090909090909,2.894736842105263e-07
10,7.0,2.8571428571428575e-07
10,7.090909090909091,2.820512820512821e-07
10,7.181818181818182,2.784810126582279e-07
10,7.2727272727272725,2.7500000000000007e-07
10,7.363636363636364,2.716049382716049e-07
10,7.454545454545455,2.682926829268293e-07
10,7.545454545454546,2.650602409638554e-07
10,7.636363636363637,2.619047619047619e-07
10,7.7272727272727275,2.588235294117647e-07
10,7.818181818181818,2.558139534883721e-07
10,7.909090909090909,2.528735632183908e-07
10,8.0,2.5000000000000004e-07
10,8.09090909090909,2.471910112359551e-07
10,8.181818181818182,2.4444444444444445e-07
10,8.272727272727273,2.4175824175824175e-07
10,8.363636363636363,2.391304347826087e-07
10,8.454545454545455,2.3655913978494625e-07
10,8.545454545454547,2.3404255319148937e-07
10,8.636363636363637,2.3157894736842106e-07
10,8.727272727272727,2.291666666666667e-07
10,8.818181818181818,2.2680412371134022e-07
10,8.90909090909091,2.2448979591836735e-07
10,9.0,2.2222222222222224e-07
10,9.090909090909092,2.2e-07
10,9.181818181818182,2.1782178217821783e-07
10,9.272727272727273,2.1568627450980394e-07
10,9.363636363636363,2.1359223300970877e-07
10,9.454545454545455,2.1153846153846155e-07
10,9.545454545454545,2.0952380952380955e-07
10,9.636363636363637,2.0754716981132077e-07
10,9.727272727272727,2.0560747663551405e-07
10,9.818181818181818,2.037037037037037e-07
10,9.90909090909091,2.018348623853211e-07
10,10.0,2.0000000000000002e-07
